Full Name,Primary Company,Founding Time,Previous startups?,Consulting before start-up,Standardized University,Standardized Major,Degree Type,Graduate Degree Time,Standardized Graduate Institution,Standardized Graduate Studies,Graduate Diploma,Ever served as TA/Teacher/Professor/Mentor?,Years of Employment,Worked as product manager/director/head/VP?,Worked at Google?,Worked at Microsoft?,Worked in Sales?,Stanford or Berkeley,Ivy League,Crunchbase,LinkedIn
Jason Ricci,Fluxx,2010.0,0.0,0.0,North Carolina State University,,,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jason-ricci,https://www.linkedin.com/in/riccijason
Manik Singh,Threadflip,2011.0,0.0,0.0,University of Pune,Engineering,BE,1999.0,,Computer Science,MS,0.0,11.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/manik-singh,http://www.linkedin.com/pub/manik-singh/0/183/539
Rob Salvatore,Tongal,2008.0,0.0,0.0,Boston College,Business,,2001.0,,Business,MBA,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rob-salvatore,http://www.linkedin.com/pub/rob-salvatore/1a/a21/aa1
Vikas Jha,Teracent,2004.0,0.0,0.0,Indian Institute of Technology Delhi,Computer Science,BE,1991.0,,Computer Science,PhD,1.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/vikas-jha,
Jeff Daniel,StarMaker Interactive,2016.0,0.0,0.0,Brown University,Business,BA,,,,,0.0,9.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/jeff-daniel,http://www.linkedin.com/in/jeffreyhdaniel
Pieter van Rooyen,Edico Genome,2013.0,3.0,0.0,University of Johannesburg,Electrical Engineering,PhD,,,,,1.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/pieter-van-rooyen,http://https//www.linkedin.com/in/pietervanrooyen
Ujjal Kohli,Rhythm NewMedia,2014.0,3.0,1.0,Indian Institute of Technology Delhi,Electrical Engineering,BE,1984.0,,Business,MBA,0.0,15.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ujjal-kohli,http://www.linkedin.com/pub/ujjal-kohli/0/736/700
Karl Wirth,Evergage,2010.0,0.0,0.0,Harvard University,Physics,BA,,,,,0.0,9.0,1.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/karl-wirth,http://www.linkedin.com/in/karlewirth
David P. Mariani,AtScale,2013.0,1.0,0.0,University of California Los Angeles,Economics,BA,,,,,0.0,17.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-p--mariani,https://www.linkedin.com/in/davidpmariani
Andras Forgacs,Modern Meadow,2011.0,2.0,1.0,Harvard University,Political Science,BA,2003.0,,Business,MBA,0.0,15.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/andras-forgacs,http://www.linkedin.com/in/atforgacs
Robert Carlson,UNIFi Software,2014.0,0.0,0.0,University of Utah,Psychology,BA,,,Business,MBA,0.0,21.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/robert-carlson-2,
Michael Smalls,Hoopla Software,2010.0,0.0,0.0,Calvin College,Computer Science,BA,,,,,0.0,16.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/michael-smalls,http://www.linkedin.com/in/mikesmalls
Richard White,UserVoice,2007.0,2.0,0.0,North Carolina State University,Computer Science,BA,,,,,0.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/richard-white,http://www.linkedin.com/in/rrwhite
Kelly Dachtler,The Clymb,2009.0,0.0,0.0,Parsons School of Design,Design,,,,,,0.0,14.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/kelly-dachtler,http://www.linkedin.com/in/kellydachtler
Taku Harada,Peatix,2009.0,0.0,0.0,Yale University,History,BA,,,,,0.0,11.0,1.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/taku-harada,http://www.linkedin.com/in/takuharada
Simon Lenoir,Rezdy,2011.0,1.0,0.0,University of Grenoble,Operations Research,BA,2002.0,,,MBI,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/simon-lenoir,http://www.linkedin.com/in/simonlenoir
David Mandell,PivotDesk,2012.0,1.0,1.0,Lehigh University,,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-mandell-2,
Craig Malloy,Lifesize,2014.0,1.0,0.0,United States Naval Academy,Political Science,BS,1992.0,,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/craig-malloy,http://www.linkedin.com/pub/craig-malloy/0/564/b30
Ben Wolstenholme,Madefire,2011.0,1.0,0.0,Central Saint Martins,Design,BA,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ben-wolstenholme,https://www.linkedin.com/in/benwolstenholme
Cliff Moon,Opsee,2015.0,1.0,0.0,University of Delaware,Computer Science,BS,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/cliff-moon,http://www.linkedin.com/pub/cliff-moon/4/44b/283
Hesaam Esfandyarpour,Genapsys,2010.0,1.0,0.0,Sharif University of Technology,Electrical Engineering,BS,2009.0,Stanford University,Medicine,MS,1.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/hesaam-esfandyarpour,https://www.linkedin.com/pub/hesaam-esfandyarpour/5/1a7/809
Marc Ruxin,TastemakerX,2011.0,0.0,0.0,Hamilton College,History,BA,1995.0,,Business,MBA,0.0,15.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/marc-ruxin,http://www.linkedin.com/in/marcruxin
Radu B. Rusu,Fyusion,2013.0,0.0,0.0,,,,2005.0,,Computer Science,PhD,1.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/radu-b--rusu,https://www.linkedin.com/in/radubogdanrusu
Ronni Zehavi,Hibob,2015.0,2.0,0.0,Tel Aviv University,History,BA,,,,,0.0,11.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/ronni-zehavi-2,https://www.linkedin.com/in/ronnizehavi
